urgent_surgeries;location;region;conventional_surgeries;health_centre;period;scheduled_surgeries;ambulatory_surgeries
1497;[39.4054629, -9.1258493];Região de Saúde LVT;1850;Centro Hospitalar do Oeste, EPE;2018-12;5022;3172
6161;[38.7500861, -9.1616116];Região de Saúde LVT;11212;Centro Hospitalar Universitário de Lisboa Norte, EPE;2018-12;29461;18249
1564;[39.478072, -8.5404429];Região de Saúde LVT;2479;Centro Hospitalar Médio Tejo, EPE;2018-12;8677;6198
2434;[38.821455, -9.176296];Região de Saúde LVT;3684;Hospital de Loures, PPP;2018-12;13128;9444
665;[38.7396768, -9.1634516];Região de Saúde LVT;4448;Instituto Português Oncologia de Lisboa, EPE;2018-12;6046;1598
5683;[41.1831056, -8.6010558];Região de Saúde Norte;14840;Centro Hospitalar Universitário de São João, EPE;2018-12;36884;22044
569;[41.1785642, -8.6062881];Região de Saúde Norte;5739;Instituto Português Oncologia do Porto, EPE;2018-12;11933;6194
85;[39.3003425, -7.4263845];Região de Saúde do Alentejo;215;Unidade Local de Saúde do Norte Alentejano, EPE;2019-01;404;189
225;[39.7414812, -8.7982706];Região de Saúde do Centro;210;Centro Hospitalar de Leiria, EPE;2019-01;951;741
595;[40.2191523, -8.4098211];Região de Saúde do Centro;1351;Centro Hospitalar e Universitário de Coimbra, EPE;2019-01;3393;2042
81;[40.117897, -8.8586755];Região de Saúde do Centro;180;Hospital Distrital da Figueira da Foz, EPE;2019-01;656;476
80;[39.8212263, -7.4981271];Região de Saúde do Centro;268;Unidade Local de Saúde de Castelo Branco, EPE;2019-01;480;212
96;[38.6554005, -9.0592392];Região de Saúde LVT;238;Centro Hospitalar Barreiro/Montijo, EPE;2019-01;564;326
236;[38.708454, -9.216985];Região de Saúde LVT;548;Centro Hospitalar de Lisboa Ocidental, EPE;2019-01;1489;941
477;[38.7500861, -9.1616116];Região de Saúde LVT;932;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-01;2542;1610
122;[39.2410946, -8.6937515];Região de Saúde LVT;199;Hospital Distrital de Santarém, EPE;2019-01;655;456
228;[41.56785, -8.398982];Região de Saúde Norte;770;Hospital de Braga, PPP;2019-01;2275;1505
117;[38.0162314, -8.6956768];Região de Saúde do Alentejo;140;Unidade Local de Saúde do Litoral Alentejano, EPE;2019-02;457;317
542;[40.516364, -8.0827433];Região de Saúde do Centro;648;Centro Hospitalar Tondela-Viseu, EPE;2019-02;2354;1706
121;[40.5309916, -7.2734793];Região de Saúde do Centro;282;Unidade Local de Saúde da Guarda, EPE;2019-02;1057;775
328;[38.729006, -9.418267];Região de Saúde LVT;336;Hospital de Cascais, PPP;2019-02;1467;1131
178;[38.0162314, -8.6956768];Região de Saúde do Alentejo;202;Unidade Local de Saúde do Litoral Alentejano, EPE;2019-03;669;467
207;[40.5309916, -7.2734793];Região de Saúde do Centro;438;Unidade Local de Saúde da Guarda, EPE;2019-03;1636;1198
344;[39.478072, -8.5404429];Região de Saúde LVT;705;Centro Hospitalar Médio Tejo, EPE;2019-03;2431;1726
652;[38.821455, -9.176296];Região de Saúde LVT;873;Hospital de Loures, PPP;2019-03;3416;2543
707;[38.6658713, -9.1822554];Região de Saúde LVT;768;Hospital Garcia de Orta, EPE;2019-03;2776;2008
557;[41.3031784, -7.7515252];Região de Saúde Norte;1098;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2019-03;3271;2173
133;[41.1785642, -8.6062881];Região de Saúde Norte;1513;Instituto Português Oncologia do Porto, EPE;2019-03;2945;1432
370;[41.8056532, -6.7888197];Região de Saúde Norte;538;Unidade Local de Saúde do Nordeste, EPE;2019-03;1277;739
428;[38.014123, -7.8721227];Região de Saúde do Alentejo;505;Unidade Local de Saúde do Baixo Alentejo, EPE;2019-04;1424;919
412;[38.6554005, -9.0592392];Região de Saúde LVT;975;Centro Hospitalar Barreiro/Montijo, EPE;2019-04;2448;1473
2240;[38.7166948, -9.1371248];Região de Saúde LVT;4276;Centro Hospitalar Universitário Lisboa Central, EPE;2019-04;10706;6430
1016;[38.708454, -9.216985];Região de Saúde LVT;2066;Centro Hospitalar de Lisboa Ocidental, EPE;2019-04;5641;3575
448;[39.478072, -8.5404429];Região de Saúde LVT;962;Centro Hospitalar Médio Tejo, EPE;2019-04;3172;2210
1771;[41.1472498, -8.6172617];Região de Saúde Norte;3862;Centro Hospitalar Universitário do Porto, EPE;2019-04;11124;7262
736;[40.9293884, -8.5458794];Região de Saúde Norte;1646;Centro Hospitalar Entre Douro e Vouga, EPE;2019-04;5201;3555
1262;[40.516364, -8.0827433];Região de Saúde do Centro;1992;Centro Hospitalar Tondela-Viseu, EPE;2019-05;7087;5095
558;[39.478072, -8.5404429];Região de Saúde LVT;1228;Centro Hospitalar Médio Tejo, EPE;2019-05;4014;2786
2399;[41.1831056, -8.6010558];Região de Saúde Norte;7179;Centro Hospitalar Universitário de São João, EPE;2019-05;17460;10281
444;[41.3828711, -8.7589945];Região de Saúde Norte;1270;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2019-05;2277;1007
417;[40.2804158, -7.4922407];Região de Saúde do Centro;1201;Centro Hospitalar Universitário Cova da Beira, EPE;2019-06;3255;2054
1134;[40.6362453, -8.6543716];Região de Saúde do Centro;2116;Centro Hospitalar do Baixo Vouga, EPE;2019-06;6092;3976
1512;[40.516364, -8.0827433];Região de Saúde do Centro;2346;Centro Hospitalar Tondela-Viseu, EPE;2019-06;8515;6169
405;[40.5309916, -7.2734793];Região de Saúde do Centro;853;Unidade Local de Saúde da Guarda, EPE;2019-06;3042;2189
589;[38.6554005, -9.0592392];Região de Saúde LVT;1458;Centro Hospitalar Barreiro/Montijo, EPE;2019-06;3705;2247
908;[39.4054629, -9.1258493];Região de Saúde LVT;1055;Centro Hospitalar do Oeste, EPE;2019-06;2769;1714
2961;[38.7500861, -9.1616116];Região de Saúde LVT;5115;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-06;13830;8715
969;[38.977235, -8.984506];Região de Saúde LVT;1344;Hospital de Vila Franca de Xira, PPP;2019-06;5267;3923
1104;[38.7422257, -9.2264834];Região de Saúde LVT;2335;Hospital Professor Doutor Fernando Fonseca, EPE;2019-06;7386;5051
545;[38.7396768, -9.1634516];Região de Saúde LVT;1917;Instituto Português Oncologia de Lisboa, EPE;2019-06;2748;831
1100;[40.9293884, -8.5458794];Região de Saúde Norte;2809;Centro Hospitalar Entre Douro e Vouga, EPE;2019-06;8529;5720
736;[38.014123, -7.8721227];Região de Saúde do Alentejo;856;Unidade Local de Saúde do Baixo Alentejo, EPE;2019-07;2420;1564
571;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1129;Unidade Local de Saúde do Norte Alentejano, EPE;2019-07;2822;1693
2397;[37.0238973, -7.9281554];Região de Saúde do Algarve;2610;Centro Hospitalar Universitário do Algarve,EPE;2019-07;6785;4175
1347;[40.6362453, -8.6543716];Região de Saúde do Centro;2411;Centro Hospitalar do Baixo Vouga, EPE;2019-07;7001;4590
704;[38.6554005, -9.0592392];Região de Saúde LVT;1671;Centro Hospitalar Barreiro/Montijo, EPE;2019-07;4280;2609
1084;[39.4054629, -9.1258493];Região de Saúde LVT;1188;Centro Hospitalar do Oeste, EPE;2019-07;3182;1994
3466;[38.7500861, -9.1616116];Região de Saúde LVT;5916;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-07;16213;10297
1157;[38.977235, -8.984506];Região de Saúde LVT;1608;Hospital de Vila Franca de Xira, PPP;2019-07;6157;4549
1271;[41.3031784, -7.7515252];Região de Saúde Norte;2440;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2019-07;7720;5280
1757;[41.1094138, -8.5972617];Região de Saúde Norte;4128;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2019-07;12990;8862
1323;[41.7056054, -8.8252713];Região de Saúde Norte;2463;Unidade Local de Saúde do Alto Minho, EPE;2019-07;7616;5153
1169;[38.5684861, -7.9032848];Região de Saúde do Alentejo;3736;Hospital Espírito Santo de Évora, EPE;2019-08;11024;7288
790;[38.6554005, -9.0592392];Região de Saúde LVT;1843;Centro Hospitalar Barreiro/Montijo, EPE;2019-08;4560;2717
1053;[38.5283754, -8.8818638];Região de Saúde LVT;2098;Centro Hospitalar de Setúbal, EPE;2019-08;8218;6120
1249;[39.4054629, -9.1258493];Região de Saúde LVT;1294;Centro Hospitalar do Oeste, EPE;2019-08;3488;2194
955;[39.478072, -8.5404429];Região de Saúde LVT;1910;Centro Hospitalar Médio Tejo, EPE;2019-08;6040;4130
1759;[38.821455, -9.176296];Região de Saúde LVT;2165;Hospital de Loures, PPP;2019-08;8577;6412
1548;[38.7422257, -9.2264834];Região de Saúde LVT;3135;Hospital Professor Doutor Fernando Fonseca, EPE;2019-08;9878;6743
1803;[38.6658713, -9.1822554];Região de Saúde LVT;2431;Hospital Garcia de Orta, EPE;2019-08;9026;6595
3846;[41.1831056, -8.6010558];Região de Saúde Norte;11445;Centro Hospitalar Universitário de São João, EPE;2019-08;27307;15862
1501;[40.9293884, -8.5458794];Região de Saúde Norte;3812;Centro Hospitalar Entre Douro e Vouga, EPE;2019-08;11078;7266
1922;[41.2494561, -8.264901];Região de Saúde Norte;4570;Centro Hospitalar Tâmega e Sousa, EPE;2019-08;16278;11708
1357;[38.5684861, -7.9032848];Região de Saúde do Alentejo;4182;Hospital Espírito Santo de Évora, EPE;2019-09;12615;8433
544;[38.0162314, -8.6956768];Região de Saúde do Alentejo;614;Unidade Local de Saúde do Litoral Alentejano, EPE;2019-09;2604;1990
3114;[37.0238973, -7.9281554];Região de Saúde do Algarve;3255;Centro Hospitalar Universitário do Algarve,EPE;2019-09;8604;5349
5590;[40.2191523, -8.4098211];Região de Saúde do Centro;9936;Centro Hospitalar e Universitário de Coimbra, EPE;2019-09;25169;15233
2297;[40.516364, -8.0827433];Região de Saúde do Centro;3922;Centro Hospitalar Tondela-Viseu, EPE;2019-09;13475;9553
601;[40.117897, -8.8586755];Região de Saúde do Centro;1559;Hospital Distrital da Figueira da Foz, EPE;2019-09;6309;4750
5445;[38.7166948, -9.1371248];Região de Saúde LVT;9251;Centro Hospitalar Universitário Lisboa Central, EPE;2019-09;22492;13241
4471;[38.7500861, -9.1616116];Região de Saúde LVT;7600;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-09;21419;13819
658;[38.7396768, -9.1634516];Região de Saúde LVT;2963;Instituto Português Oncologia de Lisboa, EPE;2019-09;4199;1236
831;[41.3828711, -8.7589945];Região de Saúde Norte;2027;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2019-09;3724;1697
2169;[41.2494561, -8.264901];Região de Saúde Norte;5179;Centro Hospitalar Tâmega e Sousa, EPE;2019-09;18194;13015
2246;[41.1094138, -8.5972617];Região de Saúde Norte;5398;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2019-09;16659;11261
2456;[41.56785, -8.398982];Região de Saúde Norte;6737;Hospital de Braga, EPE;2019-09;21251;14514
989;[38.6554005, -9.0592392];Região de Saúde LVT;2280;Centro Hospitalar Barreiro/Montijo, EPE;2019-10;5798;3518
1819;[38.729006, -9.418267];Região de Saúde LVT;1695;Hospital de Cascais, PPP;2019-10;7801;6106
671;[38.7396768, -9.1634516];Região de Saúde LVT;3396;Instituto Português Oncologia de Lisboa, EPE;2019-10;4828;1432
1879;[41.3031784, -7.7515252];Região de Saúde Norte;3346;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;2019-10;10456;7110
138;[41.5324234, -8.6171561];Região de Saúde Norte;1300;Hospital Santa Maria Maior, EPE;2019-10;4942;3642
1215;[41.8056532, -6.7888197];Região de Saúde Norte;1678;Unidade Local de Saúde do Nordeste, EPE;2019-10;4644;2966
936;[39.3003425, -7.4263845];Região de Saúde do Alentejo;1852;Unidade Local de Saúde do Norte Alentejano, EPE;2019-11;4721;2869
2772;[40.516364, -8.0827433];Região de Saúde do Centro;5187;Centro Hospitalar Tondela-Viseu, EPE;2019-11;17565;12378
856;[39.8212263, -7.4981271];Região de Saúde do Centro;2263;Unidade Local de Saúde de Castelo Branco, EPE;2019-11;5309;3046
5470;[38.7500861, -9.1616116];Região de Saúde LVT;9717;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-11;27763;18046
2347;[38.6658713, -9.1822554];Região de Saúde LVT;3622;Hospital Garcia de Orta, EPE;2019-11;13233;9611
1029;[41.3828711, -8.7589945];Região de Saúde Norte;2549;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2019-11;4968;2419
1780;[38.5684861, -7.9032848];Região de Saúde do Alentejo;5586;Hospital Espírito Santo de Évora, EPE;2019-12;16750;11164
3038;[38.708454, -9.216985];Região de Saúde LVT;6267;Centro Hospitalar de Lisboa Ocidental, EPE;2019-12;16520;10253
5976;[38.7500861, -9.1616116];Região de Saúde LVT;10549;Centro Hospitalar Universitário de Lisboa Norte, EPE;2019-12;29996;19447
1502;[39.2410946, -8.6937515];Região de Saúde LVT;1586;Hospital Distrital de Santarém, EPE;2019-12;6010;4424
675;[38.7396768, -9.1634516];Região de Saúde LVT;4161;Instituto Português Oncologia de Lisboa, EPE;2019-12;6003;1842
5487;[41.1472498, -8.6172617];Região de Saúde Norte;11942;Centro Hospitalar Universitário do Porto, EPE;2019-12;34664;22722
2297;[40.9293884, -8.5458794];Região de Saúde Norte;5953;Centro Hospitalar Entre Douro e Vouga, EPE;2019-12;17639;11686
1137;[41.3828711, -8.7589945];Região de Saúde Norte;2695;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2019-12;5380;2685
2993;[41.1094138, -8.5972617];Região de Saúde Norte;7708;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2019-12;23146;15438
109;[38.014123, -7.8721227];Região de Saúde do Alentejo;123;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-01;264;141
51;[38.0162314, -8.6956768];Região de Saúde do Alentejo;83;Unidade Local de Saúde do Litoral Alentejano, EPE;2020-01;430;347
548;[40.2191523, -8.4098211];Região de Saúde do Centro;1350;Centro Hospitalar e Universitário de Coimbra, EPE;2020-01;3153;1803
176;[38.977235, -8.984506];Região de Saúde LVT;265;Hospital de Vila Franca de Xira, PPP;2020-01;891;626
453;[41.1831056, -8.6010558];Região de Saúde Norte;1811;Centro Hospitalar Universitário de São João, EPE;2020-01;4380;2569
247;[41.1094138, -8.5972617];Região de Saúde Norte;818;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;2020-01;2261;1443
130;[41.1794456, -8.6745115];Região de Saúde Norte;236;Unidade Local de Saúde de Matosinhos, EPE;2020-01;1257;1021
648;[37.0238973, -7.9281554];Região de Saúde do Algarve;779;Centro Hospitalar Universitário do Algarve,EPE;2020-02;1957;1178
1106;[40.2191523, -8.4098211];Região de Saúde do Centro;2539;Centro Hospitalar e Universitário de Coimbra, EPE;2020-02;6125;3586
130;[40.117897, -8.8586755];Região de Saúde do Centro;210;Hospital Distrital da Figueira da Foz, EPE;2020-02;1135;925
277;[39.4054629, -9.1258493];Região de Saúde LVT;381;Centro Hospitalar do Oeste, EPE;2020-02;889;508
424;[38.7422257, -9.2264834];Região de Saúde LVT;859;Hospital Professor Doutor Fernando Fonseca, EPE;2020-02;2786;1927
370;[41.7056054, -8.8252713];Região de Saúde Norte;775;Unidade Local de Saúde do Alto Minho, EPE;2020-02;2086;1311
437;[38.5684861, -7.9032848];Região de Saúde do Alentejo;1089;Hospital Espírito Santo de Évora, EPE;2020-03;3579;2490
316;[38.014123, -7.8721227];Região de Saúde do Alentejo;295;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-03;679;384
910;[37.0238973, -7.9281554];Região de Saúde do Algarve;1065;Centro Hospitalar Universitário do Algarve,EPE;2020-03;2568;1503
540;[40.6362453, -8.6543716];Região de Saúde do Centro;905;Centro Hospitalar do Baixo Vouga, EPE;2020-03;2540;1635
642;[40.516364, -8.0827433];Região de Saúde do Centro;1346;Centro Hospitalar Tondela-Viseu, EPE;2020-03;4160;2814
345;[38.5283754, -8.8818638];Região de Saúde LVT;706;Centro Hospitalar de Setúbal, EPE;2020-03;2712;2006
579;[38.7422257, -9.2264834];Região de Saúde LVT;1084;Hospital Professor Doutor Fernando Fonseca, EPE;2020-03;3537;2453
1212;[41.1472498, -8.6172617];Região de Saúde Norte;2882;Centro Hospitalar Universitário do Porto, EPE;2020-03;8345;5463
261;[41.3828711, -8.7589945];Região de Saúde Norte;513;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;2020-03;1307;794
42;[41.5324234, -8.6171561];Região de Saúde Norte;302;Hospital Santa Maria Maior, EPE;2020-03;1263;961
131;[41.1785642, -8.6062881];Região de Saúde Norte;1492;Instituto Português Oncologia do Porto, EPE;2020-03;2797;1305
227;[38.0162314, -8.6956768];Região de Saúde do Alentejo;230;Unidade Local de Saúde do Litoral Alentejano, EPE;2020-04;1027;797
783;[39.7414812, -8.7982706];Região de Saúde do Centro;855;Centro Hospitalar de Leiria, EPE;2020-04;3886;3031
401;[39.2410946, -8.6937515];Região de Saúde LVT;461;Hospital Distrital de Santarém, EPE;2020-04;1472;1011
790;[38.7422257, -9.2264834];Região de Saúde LVT;1176;Hospital Professor Doutor Fernando Fonseca, EPE;2020-04;3766;2590
631;[40.9293884, -8.5458794];Região de Saúde Norte;1240;Centro Hospitalar Entre Douro e Vouga, EPE;2020-04;4538;3298
661;[41.4387173, -8.3086907];Região de Saúde Norte;1291;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-04;2997;1706
46;[41.5324234, -8.6171561];Região de Saúde Norte;343;Hospital Santa Maria Maior, EPE;2020-04;1353;1010
412;[41.8056532, -6.7888197];Região de Saúde Norte;475;Unidade Local de Saúde do Nordeste, EPE;2020-04;1408;933
335;[39.3003425, -7.4263845];Região de Saúde do Alentejo;679;Unidade Local de Saúde do Norte Alentejano, EPE;2020-05;1444;765
1502;[37.0238973, -7.9281554];Região de Saúde do Algarve;1406;Centro Hospitalar Universitário do Algarve,EPE;2020-05;3015;1609
322;[40.5309916, -7.2734793];Região de Saúde do Centro;473;Unidade Local de Saúde da Guarda, EPE;2020-05;1006;533
489;[38.5283754, -8.8818638];Região de Saúde LVT;971;Centro Hospitalar de Setúbal, EPE;2020-05;3338;2367
2133;[38.7500861, -9.1616116];Região de Saúde LVT;3722;Centro Hospitalar Universitário de Lisboa Norte, EPE;2020-05;9523;5801
754;[38.977235, -8.984506];Região de Saúde LVT;841;Hospital de Vila Franca de Xira, PPP;2020-05;2884;2043
259;[38.7396768, -9.1634516];Região de Saúde LVT;1441;Instituto Português Oncologia de Lisboa, EPE;2020-05;2138;697
1981;[41.1831056, -8.6010558];Região de Saúde Norte;5771;Centro Hospitalar Universitário de São João, EPE;2020-05;14123;8352
820;[41.4387173, -8.3086907];Região de Saúde Norte;1498;Hospital da Senhora da Oliveira, Guimarães, EPE;2020-05;3595;2097
1006;[40.6362453, -8.6543716];Região de Saúde do Centro;1505;Centro Hospitalar do Baixo Vouga, EPE;2020-06;4095;2590
416;[40.117897, -8.8586755];Região de Saúde do Centro;596;Hospital Distrital da Figueira da Foz, EPE;2020-06;2879;2283
2567;[38.7500861, -9.1616116];Região de Saúde LVT;4550;Centro Hospitalar Universitário de Lisboa Norte, EPE;2020-06;11186;6636
848;[38.729006, -9.418267];Região de Saúde LVT;773;Hospital de Cascais, PPP;2020-06;2920;2147
330;[38.7396768, -9.1634516];Região de Saúde LVT;1766;Instituto Português Oncologia de Lisboa, EPE;2020-06;2557;791
2395;[41.1831056, -8.6010558];Região de Saúde Norte;6893;Centro Hospitalar Universitário de São João, EPE;2020-06;17142;10249
2252;[41.1472498, -8.6172617];Região de Saúde Norte;4231;Centro Hospitalar Universitário do Porto, EPE;2020-06;12156;7925
713;[38.014123, -7.8721227];Região de Saúde do Alentejo;559;Unidade Local de Saúde do Baixo Alentejo, EPE;2020-07;1289;730
521;[39.8212263, -7.4981271];Região de Saúde do Centro;986;Unidade Local de Saúde de Castelo Branco, EPE;2020-07;2180;1194
1040;[39.4054629, -9.1258493];Região de Saúde LVT;858;Centro Hospitalar do Oeste, EPE;2020-07;2028;1170
1049;[38.729006, -9.418267];Região de Saúde LVT;1013;Hospital de Cascais, PPP;2020-07;3854;2841
1581;[41.2494561, -8.264901];Região de Saúde Norte;3909;Centro Hospitalar Tâmega e Sousa, EPE;2020-07;11767;7858
